,palabra,segmentacion
16187,chem,['chem']
16188,rume,['rume']
16189,kim-papeltulayngün,"['kim-papel','-tu','-la','-y','-ngün']"
16190,re,['re']
16191,changall,['changall']
16192,küwü,['küwü']
16193,tukuy,"['tuku','-y']"
16194,tañi,"['ta','-ñi']"
16195,firma,['firma']
16196,engün,['engün']
16197,feley,"['fele','-y']"
16198,feley,"['fele','-y']"
16199,fey,['fey']
16200,ta,['ta']
16201,petu,['petu']
16202,feley,"['fele','-y']"
16203,petu,['petu']
16204,müley,"['müle','-y']"
16205,füchake,"['fücha','-ke']"
16206,che,['che']
16207,fey,['fey']
16208,ti,['ti']
16209,chi,['chi']
16210,füchake,"['fücha','-ke']"
16211,che,['che']
16212,kimnolu,"['kim','-no','-lu']"
16213,duamnolu,"['duam','-no','-lu']"
16214,feychi,"['fey','-chi']"
16215,dungu,['dungu']
16216,duamnolu,"['duam','-no','-lu']"
16217,am,['am']
16218,duamlay,"['duam','-la','-y']"
16219,feymew,['feymew']
16220,rume,['rume']
16221,ta,['ta']
16222,füchake,"['fücha','-ke']"
16223,che,['che']
16224,ta,['ta']
16225,feypiy,"['fey','-pi','-y']"
16226,chem,['chem']
16227,duam,['duam']
16228,fey,['fey']
16229,tachi,"['ta','-chi']"
16230,lifru,['lifru']
16231,tañi,"['ta','-ñi']"
16232,kimeltuael,"['kimel','-tu','-a','-el']"
16233,mapuche,['mapuche']
16234,ta,['ta']
16235,iñche,['iñche']
16236,mapuchedunguleiñ,"['mapuche','-dungu','-le','-iñ']"
16237,kimiñ,"['kim','-iñ']"
16238,ta,['ta']
16239,mapudungun,['mapudungun']
16240,pikey,"['pi','-ke','-y']"
16241,ta,['ta']
16242,tüfa,['tüfa']
16243,petu,['petu']
16244,feypiley,"['fey','-pi','-le','-y']"
16245,ta,['ta']
16246,che,['che']
16247,kimlayayiñ,"['kim','-la','-ya','-y','-iñ']"
16248,ta,['ta']
16249,wingkadungun,"['wingkadungu','-n']"
16250,iñchiñ,['iñchiñ']
16251,taiñ,"['ta','-iñ']"
16252,dungu,['dungu']
16253,no,['no']
16254,pi,['pi']
16255,iñchiñ,['iñchiñ']
16256,taiñ,"['ta','-iñ']"
16257,dungu,['dungu']
16258,dew,['dew']
16259,kimiñ,"['kim','-iñ']"
16260,ta,['ta']
16261,ti,['ti']
16262,wingkadungun,"['wingkadungu','-n']"
16263,müten,['müten']
16264,kimaiñ,"['kim','-a','-iñ']"
16265,piy,"['pi','-y']"
16266,chumngelu,['chumngelu']
16267,chi,['chi']
16268,kimimi,"['kim','-imi']"
16269,chumngelu,['chumngelu']
16270,chi,['chi']
16271,chumngelu,['chumngelu']
16272,feychi,"['fey','-chi']"
16273,rakiduam,['rakiduam']
16274,ta,['ta']
16275,niey,"['nie','-y']"
16276,ta,['ta']
16277,pu,['pu']
16278,mapuche,['mapuche']
16279,fey,['fey']
16280,tüfa,['tüfa']
16281,kiñeke,"['kiñe','-ke']"
16282,feypiy,"['fey','-pi','-y']"
16283,kümelay,"['küme','-la','-y']"
16284,ta,['ta']
16285,mapuche,['mapuche']
16286,dungun,"['dungu','-n']"
16287,re,['re']
16288,wingkadungun,"['wingkadungu','-n']"
16289,kimaiñ,"['kim','-a','-iñ']"
16290,pikey,"['pi','-ke','-y']"
16291,ta,['ta']
16292,kiñeke,"['kiñe','-ke']"
16293,ka,['ka']
16294,chumngelu,['chumngelu']
16295,chi,['chi']
16296,fey,['fey']
16297,tüfey,['tüfey']
16298,che,['che']
16299,mapudungun,['mapudungun']
16300,pu,['pu']
16301,wingka,['wingka']
16302,ta,['ta']
16303,ayentufiy,"['ayentu','-fi','-y']"
16304,ta,['ta']
16305,mapuche,['mapuche']
16306,ayentufiy,"['ayentu','-fi','-y']"
16307,ta,['ta']
16308,mapuche,['mapuche']
16309,taiñ,"['ta','-iñ']"
16310,mapudungun,['mapudungun']
16311,mew,['mew']
16312,feymew,['feymew']
16313,ta,['ta']
16314,ka,['ka']
16315,feypingün,"['fey','-pi','-ngün']"
16316,eymün,['eymün']
16317,tamün,"['ta','-mün']"
16318,dungun,"['dungu','-n']"
16319,adlay,"['ad','-la','-y']"
16320,wesha,['wesha']
16321,dungun,"['dungu','-n']"
16322,nieymün,"['nie','-ymün']"
16323,piy,"['pi','-y']"
16324,ta,['ta']
16325,pu,['pu']
16326,wingka,['wingka']
16327,mapuche,['mapuche']
16328,mew,['mew']
16329,feymew,['feymew']
16330,ta,['ta']
16331,pu,['pu']
16332,mapuche,['mapuche']
16333,ta,['ta']
16334,feypiy,"['fey','-pi','-y']"
16335,tañi,"['ta','-ñi']"
16336,ayentungenoam,"['ayentu','-nge','-no','-a','-m']"
16337,tañi,"['ta','-ñi']"
16338,ayentungenoam,"['ayentu','-nge','-no','-a','-m']"
16339,mejor,['mejor']
16340,kiman,"['kim','-a','-n']"
16341,wingkadungun,"['wingkadungu','-n']"
16342,piy,"['pi','-y']"
16343,femngechi,['femngechi']
16344,amuley,"['amu','-le','-y']"
16345,tañi,"['ta','-ñi']"
16346,femngechi,['femngechi']
16347,ta,['ta']
16348,tripaley,"['tripa','-le','-y']"
16349,feley,"['fele','-y']"
16350,feley,"['fele','-y']"
16351,feymew,['feymew']
16352,ta,['ta']
16353,amuley,"['amu','-le','-y']"
16354,tüfachi,"['tüfa','-chi']"
16355,dungu,['dungu']
16356,tüfachi,"['tüfa','-chi']"
16357,dungu,['dungu']
16358,küpatukufiiñ,"['küpa','-tuku','-fi','-iñ']"
16359,grabacion,['grabacion']
16360,mew,['mew']
16361,eymi,['eymi']
16362,illkülayafuymi,"['illkü','-la','-ya','-fu','-ymi']"
16363,tañi,"['ta','-ñi']"
16364,nütramkayafiel,"['nütramka','-ya','-fi','-el']"
16365,tüfachi,"['tüfa','-chi']"
16366,dungu,['dungu']
16367,estudiayafiel,"['estudia','-ya','-fi','-el']"
16368,tüfachi,"['tüfa','-chi']"
16369,dungu,['dungu']
16370,tüfachi,"['tüfa','-chi']"
16371,dungu,['dungu']
16372,küpa,['küpa']
16373,tukufufiiñ,"['tuku','-fu','-fi','-iñ']"
16374,iñchiñ,['iñchiñ']
16375,tañi,"['ta','-ñi']"
16376,nütramkayael,"['nütramka','-ya','-el']"
16377,ta,['ta']
16378,iñchiñ,['iñchiñ']
16379,taiñ,"['ta','-iñ']"
16380,wecheke,"['weche','-ke']"
16381,chengen,"['che','-nge','-n']"
16382,fachiantü,['fachiantü']
16383,tüfachi,"['tüfa','-chi']"
16384,fey,['fey']
16385,ta,['ta']
16386,eluafuen,"['elu','-a','-fu','-e','-n']"
16387,eymi,['eymi']
16388,tami,"['ta','-mi']"
16389,permiso,['permiso']
16390,nütramkayafiel,"['nütramka','-ya','-fi','-el']"
16391,tüfachi,"['tüfa','-chi']"
16392,dungu,['dungu']
16393,tami,"['ta','-mi']"
16394,feypin,"['fey','-pi','-n']"
16395,tami,"['ta','-mi']"
16396,nütramkan,"['nütramka','-n']"
16397,chem,['chem']
16398,ama,['ama']
16399,enseñacherkeymi,"['enseña','-che','-rke','-ymi']"
16400,feychi,"['fey','-chi']"
16401,dungu,['dungu']
16402,mew,['mew']
16403,iñche,['iñche']
16404,allkutukefin,"['allkutu','-ke','-fi','-n']"
16405,ka,['ka']
16406,doy,['doy']
16407,küme,['küme']
16408,kimfin,"['kim','-fi','-n']"
16409,ta,['ta']
16410,mapuchedungun,"['mapuche','-dungu','-n']"
16411,chem,['chem']
16412,dungu,['dungu']
16413,doy,['doy']
16414,küpa,['küpa']
16415,kimimi,"['kim','-imi']"
16416,chem,['chem']
16417,dungu,['dungu']
16418,faltay,"['falta','-y']"
16419,tami,"['ta','-mi']"
16420,dunguael,"['dungu','-a','-el']"
16421,chem,['chem']
16422,dungu,['dungu']
16423,chem,['chem']
16424,dungu,['dungu']
16425,müley,"['müle','-y']"
16426,tüfamew,"['tüfa','-mew']"
16427,fütra,['fütra']
16428,nuyulu,"['nuyu','-lu']"
16429,nuyun,"['nuyu','-n']"
16430,Chem,['chem']
16431,piy,"['pi','-y']"
16432,ama,['ama']
16433,nuyun,"['nuyu','-n']"
16434,ta,['ta']
16435,terremoto,['terremoto']
16436,chem,['chem']
16437,nengümi,"['nengüm','-i']"
16438,ta,['ta']
16439,mapu,['mapu']
16440,nuyun,"['nuyu','-n']"
16441,mew,['mew']
16442,piy,"['pi','-y']"
16443,pingey,"['pi','-nge','-y']"
16444,ka,['ka']
16445,llikaleymi,"['llika','-le','-ymi']"
16446,müna,['müna']
16447,llikaken,"['llika','-ke','-n']"
16448,müna,['müna']
16449,llikangey,"['llika','-nge','-y']"
16450,müna,['müna']
16451,llikangey,"['llika','-nge','-y']"
16452,ta,['ta']
16453,nuyun,"['nuyu','-n']"
16454,nuyu-nuyungey,"['nuyu-nuyu','-nge','-y']"
16455,müna,['müna']
16456,llikafali,"['llika','-fal','-i']"
16457,llikan,"['llika','-n']"
16458,piy,"['pi','-y']"
16459,ta,['ta']
16460,pu,['pu']
16461,che,['che']
16462,müley,"['müle','-y']"
16463,fütra,['fütra']
16464,nengüm,['nengüm']
16465,ta,['ta']
16466,mapu,['mapu']
16467,ka,['ka']
16468,müleay,"['müle','-a','-y']"
16469,pipiyengekey,"['pi','-pi','-ye','-nge','-ke','-y']"
16470,ñi,['ñi']
16471,piy,"['pi','-y']"
16472,ka,['ka']
16473,nuyun,"['nuyu','-n']"
16474,pipiyeyngün,"['pi','-pi','-ye','-y','-ngün']"
16475,ta,['ta']
16476,ti,['ti']
16477,piy,"['pi','-y']"
16478,ta,['ta']
16479,che,['che']
16480,müna,['müna']
16481,wesha,['wesha']
16482,llikaniekay,"['llika','-nie','-ka','-y']"
16483,llikaniekay,"['llika','-nie','-ka','-y']"
16484,ta,['ta']
16485,nuyun,"['nuyu','-n']"
16486,mapu,['mapu']
16487,llikangey,"['llika','-nge','-y']"
16488,welu,['welu']
16489,ka,['ka']
16490,wirarkey,"['wira','-rke','-y']"
16491,ta,['ta']
16492,che,['che']
16493,era,['era']
16494,tranquilitoley,"['tranquilito','-le','-y']"
16495,kampu,['kampu']
16496,fey,['fey']
16497,llikalelay,"['llika','-le','-la','-y']"
16498,che,['che']
16499,tranquiloleyngün,"['tranquilo','-le','-y','-ngün']"
16500,nuyun,"['nuyu','-n']"
16501,ngey,"['nge','-y']"
16502,fey,['fey']
16503,ta,['ta']
16504,llikayngün,"['llika','-y','-ngün']"
16505,kusheke,"['kushe','-ke']"
16506,püllü,['püllü']
16507,ngümangümakey,"['ngüma','-ngüma','-ke','-y']"
16508,kake,"['ka','-ke']"
16509,dew,['dew']
16510,wüzay,"['wüza','-y']"
16511,mapu,['mapu']
16512,pichiken,"['pichi','-ke','-n']"
16513,wüzay,"['wüza','-y']"
16514,mapu,['mapu']
16515,femi,"['fem','-i']"
16516,wüzay,"['wüza','-y']"
16517,ta,['ta']
16518,chi,['chi']
16519,mapu,['mapu']
16520,nuyulu,"['nuyu','-lu']"
16521,fey,['fey']
16522,ta,['ta']
16523,Llufkentuhue,['Llufkentuhue']
16524,che,['che']
16525,may,['may']
16526,müna,['müna']
16527,wesha,['wesha']
16528,ka,['ka']
16529,tami,"['ta','-mi']"
16530,pu,['pu']
16531,che,['che']
16532,mütrümeymew,"['mütrüm','-e','-ym','-ew']"
16533,mütrümeyu,"['mütrüm','-e','-yu']"
16534,ta,['ta']
16535,terremoto,['terremoto']
16536,tañi,"['ta','-ñi']"
16537,pu,['pu']
16538,che,['che']
16539,ta,['ta']
16540,iñche,['iñche']
16541,mütrümfin,"['mütrüm','-fi','-n']"
16542,welu,['welu']
16543,pepi,['pepi']
16544,dungulay,"['dungu','-la','-y']"
16545,pepi,['pepi']
16546,dungulay,"['dungu','-la','-y']"
16547,katruy,"['katru','-y']"
16548,ta,['ta']
16549,chi,['chi']
16550,komunikacion,['komunikacion']
16551,fey,['fey']
16552,mütrümtufin,"['mütrüm','-tu','-fi','-n']"
16553,despues,['despues']
16554,contestaenew,"['contesta','-e','-n','-ew']"
16555,fey,['fey']
16556,wula,['wula']
16557,ayiwkületun,"['ayi','-w','-küle','-tu','-n']"
16558,müna,['müna']
16559,weñangkün,"['weñangkü','-n']"
16560,wannofilu,"['wa','-*nno','-fi','-lu']"
16561,iñche,['iñche']
16562,piy,"['pi','-y']"
16563,ta,['ta']
16564,che,['che']
16565,kimnolu,"['kim','-no','-lu']"
16566,tañi,"['ta','-ñi']"
16567,pu,['pu']
16568,familia,['familia']
16569,müna,['müna']
16570,weñangkün,"['weñangkü','-n']"
16571,kay,['kay']
16572,müna,['müna']
16573,weñangkün,"['weñangkü','-n']"
16574,mütrümfin,"['mütrüm','-fi','-n']"
16575,tañi,"['ta','-ñi']"
16576,pu,['pu']
16577,che,['che']
16578,contestalaenew,"['contesta','-la','-e','-n','-ew']"
16579,mütrümtufin,"['mütrüm','-tu','-fi','-n']"
16580,iñche,['iñche']
16581,contestaenew,"['contesta','-e','-n','-ew']"
16582,fey,['fey']
16583,ayiwtuy,"['ayi','-w','-tu','-y']"
16584,tañi,"['ta','-ñi']"
16585,piwke,['piwke']
16586,ayiwtuy,"['ayi','-w','-tu','-y']"
16587,may,['may']
16588,müna,['müna']
16589,küme,['küme']
16590,dungu,['dungu']
16591,ka,['ka']
16592,welu,['welu']
16593,pichikalu,"['pichi','-ka','-lu']"
16594,eymu,['eymu']
16595,müley,"['müle','-y']"
16596,ka,['ka']
16597,kiñe,['kiñe']
16598,nuyun,"['nuyu','-n']"
16599,pichikalu,"['pichi','-ka','-lu']"
16600,eymu,['eymu']
16601,Feña,['Feña']
16602,kimlay,"['kim','-la','-y']"
16603,parece,['parece']
16604,pichikalu,"['pichi','-ka','-lu']"
16605,iñche,['iñche']
16606,guagualepelan,"['guagua','-le','-pe','-la','-n']"
16607,petu,['petu']
16608,nacelan,"['nace','-la','-n']"
16609,feychi,"['fey','-chi']"
16610,feychi,"['fey','-chi']"
16611,tripantü,['tripantü']
16612,rupay,"['rupa','-y']"
16613,kimpalafin,"['kim','-pa','-la','-fi','-n']"
16614,feychi,"['fey','-chi']"
16615,tripantü,['tripantü']
16616,rupay,"['rupa','-y']"
16617,fütra,['fütra']
16618,nuyun,"['nuyu','-n']"
16619,rupay,"['rupa','-y']"
16620,como,['como']
16621,rangi,['rangi']
16622,antü,['antü']
16623,rupay,"['rupa','-y']"
16624,re,['re']
16625,fütra,['fütra']
16626,nuyun,"['nuyu','-n']"
16627,niey,"['nie','-y']"
16628,trewa,['trewa']
16629,ta,['ta']
16630,wirari,"['wirar','-i']"
16631,ñarky,['ñarky']
16632,wenuluwi,"['wenu','-lu','-w','-i']"
16633,puray,"['pura','-y']"
16634,chem,['chem']
16635,mew,['mew']
16636,mawida,['mawida']
16637,mew,['mew']
16638,arbol,['arbol']
16639,mew,['mew']
16640,feychi,"['fey','-chi']"
16641,arbol,['arbol']
16642,epeke,"['epe','-ke']"
16643,ngüpafngüpafngey,"['ngüpaf','-ngüpaf','-nge','-y']"
16644,müna,['müna']
16645,ngümay,"['ngüma','-y']"
16646,pu,['pu']
16647,che,['che']
16648,umawtuwelay,"['umaw','-tu','-we','-la','-y']"
16649,che,['che']
16650,kakelu,"['ka','-ke','-lu']"
16651,kiñeke,"['kiñe','-ke']"
16652,che,['che']
16653,che,['che']
16654,petu,['petu']
16655,küdawün,"['küdaw','-ün']"
16656,wirarküley,"['wirar','-küle','-y']"
16657,ñi,['ñi']
16658,ngüman,"['ngüma','-n']"
16659,Segundo,['Segundo']
16660,Mariano,['Mariano']
16661,chem,['chem']
16662,miyawi,"['miyaw','-i']"
16663,ketrayawi,"['ketra','-yaw','-i']"
16664,naykümey,"['nayküme','-y']"
16665,tañi,"['ta','-ñi']"
16666,arao,['arao']
16667,tañi,"['ta','-ñi']"
16668,mansun,['mansun']
16669,kisu,['kisu']
16670,wirarküley,"['wirar','-küle','-y']"
16671,ñi,['ñi']
16672,ngüman,"['ngüma','-n']"
16673,chem,['chem']
16674,rakiduamkefuy,"['rakiduam','-ke','-fu','-y']"
16675,ta,['ta']
16676,füchake,"['fücha','-ke']"
16677,che,['che']
16678,mülelu,"['müle','-lu']"
16679,epe,['epe']
16680,puwküley,"['puw','-küle','-y']"
16681,afam,"['af','-a','-m']"
16682,che,['che']
16683,pikey,"['pi','-ke','-y']"
16684,femngekey,"['fem','-nge','-ke','-y']"
16685,pi,['pi']
16686,tañi,"['ta','-ñi']"
16687,füchake,"['fücha','-ke']"
16688,che,['che']
16689,pikey,"['pi','-ke','-y']"
16690,ta,['ta']
16691,ti,['ti']
16692,kushe,['kushe']
16693,epe,['epe']
16694,puwi,"['puw','-i']"
16695,ta,['ta']
16696,afam,"['af','-a','-m']"
16697,welu,['welu']
16698,petu,['petu']
16699,puwlay,"['puw','-la','-y']"
16700,afam,"['af','-a','-m']"
16701,petu,['petu']
16702,mongeleiñ,"['monge','-le','-iñ']"
16703,femngechi,['femngechi']
16704,welu,['welu']
16705,chi,['chi']
16706,füchake,"['fücha','-ke']"
16707,che,['che']
16708,kimfuy,"['kim','-fu','-y']"
16709,ñi,['ñi']
16710,küpayael,"['küpa','-ya','-el']"
16711,ta,['ta']
16712,terremoto,['terremoto']
16713,kimniey,"['kim','-nie','-y']"
16714,kom,['kom']
16715,anay,['anay']
16716,tañi,"['ta','-ñi']"
16717,ñuke,['ñuke']
16718,kimniey,"['kim','-nie','-y']"
16719,decia,['decia']
16720,pikefuy,"['pi','-ke','-fu','-y']"
16721,ñi,['ñi']
16722,mama,['mama']
16723,yem,['yem']
16724,nütramkakefuy,"['nütramka','-ke','-fu','-y']"
16725,kuseke,"['kuse','-ke']"
16726,püllü,['püllü']
16727,iñchiw,"['iñ','-chi','-w']"
16728,ka,['ka']
16729,antü,['antü']
16730,kimayu,"['kim','-a','-yu']"
16731,welulkawayu,"['welu','-l','-ka','-w','-a','-yu']"
16732,decian,['decian']
16733,kisu,['kisu']
16734,am,['am']
16735,layayu,"['la','-ya','-yu']"
16736,we,['we']
16737,pu,['pu']
16738,che,['che']
16739,mülelu,"['müle','-lu']"
16740,fey,['fey']
16741,müleay,"['müle','-a','-y']"
16742,ruka,['ruka']
16743,zincngey,"['zinc','-nge','-y']"
16744,ta,['ta']
16745,ruka,['ruka']
16746,küna,['küna']
16747,ruka,['ruka']
16748,ngelayay,"['nge','-la','-ya','-y']"
16749,piy,"['pi','-y']"
16750,küna,['küna']
16751,ruka,['ruka']
16752,küna,['küna']
16753,ruka,['ruka']
16754,che,['che']
16755,müley,"['müle','-y']"
16756,ta,['ta']
16757,ti,['ti']
16758,reke,['reke']
16759,müleay,"['müle','-a','-y']"
16760,ta,['ta']
16761,poblacion,['poblacion']
16762,mületuay,"['müle','-tu','-a','-y']"
16763,ta,['ta']
16764,mapu,['mapu']
16765,müleay,"['müle','-a','-y']"
16766,ta,['ta']
16767,luz,['luz']
16768,akuay,"['aku','-a','-y']"
16769,ta,['ta']
16770,kümelkaletuay,"['küme','-l','-ka','-le','-tu','-a','-y']"
16771,pu,['pu']
16772,che,['che']
16773,pikey,"['pi','-ke','-y']"
16774,tachi,"['ta','-chi']"
16775,kuseke,"['kuse','-ke']"
16776,püllü,['püllü']
16777,kom,['kom']
16778,tüfachi,"['tüfa','-chi']"
16779,dungu,['dungu']
16780,kimniey,"['kim','-nie','-y']"
16781,chumngechi,['chumngechi']
16782,amta,"['am','-ta']"
16783,kimi,"['kim','-i']"
16784,welu,['welu']
16785,tüfamew,"['tüfa','-mew']"
16786,tüfachi,"['tüfa','-chi']"
16787,lof,['lof']
16788,mew,['mew']
16789,re,['re']
16790,mapudungun,['mapudungun']
16791,müten,['müten']
16792,kom,['kom']
16793,pu,['pu']
16794,che,['che']
16795,may,['may']
16796,kom,['kom']
16797,mapuchedunguy,"['mapuche','-dungu','-y']"
16798,faw,['faw']
16799,re,['re']
16800,mapuchedunguy,"['mapuche','-dungu','-y']"
16801,faw,['faw']
16802,re,['re']
16803,mapuche,['mapuche']
16804,wingkadungulafuy,"['wingkadungu','-la','-fu','-y']"
16805,kuyfi,['kuyfi']
16806,che,['che']
16807,tüfamew,"['tüfa','-mew']"
16808,weke,"['we','-ke']"
16809,che,['che']
16810,rume,['rume']
16811,wingkawtuyngün,"['wingka','-w','-tu','-y','-ngün']"
16812,kimlay,"['kim','-la','-y']"
16813,adumwetulay,"['adum','-we','-tu','-la','-y']"
16814,tañi,"['ta','-ñi']"
16815,mapuchedungun,"['mapuche','-dungu','-n']"
16816,engün,['engün']
16817,yewi,"['yew','-i']"
16818,ta,['ta']
16819,pichike,"['pichi','-ke']"
16820,che,['che']
16821,ta,['ta']
16822,füchake,"['fücha','-ke']"
16823,che,['che']
16824,ta,['ta']
16825,niey,"['nie','-y']"
16826,tañi,"['ta','-ñi']"
16827,kulpa,['kulpa']
16828,ka,['ka']
16829,fey,['fey']
16830,ta,['ta']
16831,pichikan,"['pichi','-ka','-n']"
16832,mew,['mew']
16833,enseñangele,"['enseña','-nge','-l'e']"
16834,tañi,"['ta','-ñi']"
16835,mapuchedunguael,"['mapuche','-dungu','-a','-el']"
16836,fey,['fey']
16837,ta,['ta']
16838,kimafuy,"['kim','-a','-fu','-y']"
16839,fey,['fey']
16840,pichike,"['pichi','-ke']"
16841,che,['che']
16842,ka,['ka']
16843,femlayngün,"['fem','-la','-y','-ngün']"
16844,kishu,['kishu']
16845,wingkadungufemyngün,"['wingkadungu','-fem','-y','-ngün']"
16846,entonces,['entonces']
16847,ka,['ka']
16848,pichike,"['pichi','-ke']"
16849,che,['che']
16850,wingkadungukeyngün,"['wingkadungu','-ke','-y','-ngün']"
16851,femngechi,['femngechi']
16852,ta,['ta']
16853,afi,"['af','-i']"
16854,reke,['reke']
16855,taiñ,"['ta','-iñ']"
16856,mapuchedungun,"['mapuche','-dungu','-n']"
16857,welu,['welu']
16858,chumngelu,['chumngelu']
16859,amta,"['am','-t','-a']"
16860,pichike,"['pichi','-ke']"
16861,che,['che']
16862,kimlay,"['kim','-la','-y']"
16863,porque,['porque']
16864,tañi,"['ta','-ñi']"
16865,ñuke,['ñuke']
16866,wingkadunguleetew,"['wingkadungu','-le','-e','-t','-ew']"
16867,ta,['ta']
16868,ti,['ti']
16869,re,['re']
16870,wingkadungun,"['wingkadungu','-n']"
16871,mapuchedungule,"['mapuche','-dungu','-l'e']"
16872,tañi,"['ta','-ñi']"
16873,ñuke,['ñuke']
16874,ka,['ka']
16875,mapuchedungule,"['mapuche','-dungu','-l'e']"
16876,tañi,"['ta','-ñi']"
16877,püñeñ,['püñeñ']
16878,kisu,['kisu']
16879,engün,['engün']
16880,fey,['fey']
16881,ta,['ta']
16882,kimafuy,"['kim','-a','-fu','-y']"
16883,engün,['engün']
16884,kimnole,"['kim','-no','-l'e']"
16885,ramtuafuy,"['ramtu','-a','-fu','-y']"
16886,pichike,"['pichi','-ke']"
16887,che,['che']
16888,femlay,"['fem','-la','-y']"
16889,po,['po']
16890,ka,['ka']
16891,dungukenolu,"['dungu','-ke-no','-lu']"
16892,am,['am']
16893,fey,['fey']
16894,pichike,"['pichi','-ke']"
16895,che,['che']
16896,mütay,['mütay']
16897,müten,['müten']
16898,entendey,"['entende','-y']"
16899,wingkadungun,"['wingkadungu','-n']"
16900,chumngelu,['chumngelu']
16901,ta,['ta']
16902,füchake,"['fücha','-ke']"
16903,che,['che']
16904,kimelaeyew,"['kimel','-a','-e','-y','-ew']"
16905,mapudungun,['mapudungun']
16906,ta,['ta']
16907,pichike,"['pichi','-ke']"
16908,che,['che']
16909,yewentukutuy,"['yewen','-tuku','-tu','-y']"
16910,taiñ,"['ta','-iñ']"
16911,mapuchedungun,"['mapuche','-dungu','-n']"
16912,femngechi,['femngechi']
16913,yewengün,"['yewe','-ngün']"
16914,ta,['ta']
16915,mapuchedunguael,"['mapuche','-dungu','-a','-el']"
16916,yewenieay,"['yewe','-nie','-a','-y']"
16917,yeweafuy,"['yewe','-a','-fu','-y']"
16918,tañi,"['ta','-ñi']"
16919,pichike,"['pichi','-ke']"
16920,che,['che']
16921,tañi,"['ta','-ñi']"
16922,pichike,"['pichi','-ke']"
16923,domo,['domo']
16924,tañi,"['ta','-ñi']"
16925,ñawe,['ñawe']
16926,tañi,"['ta','-ñi']"
16927,pichiwentru,"['pichi','-wentru']"
16928,wingka,['wingka']
16929,mew,['mew']
16930,wingkadungungelele,"['wingkadungu','-nge','-le','-l'e']"
16931,kimafuy,"['kim','-a','-fu','-y']"
16932,pingün,"['pi','-ngün']"
16933,fey,['fey']
16934,müta,['müta']
16935,femngechi,['femngechi']
16936,ta,['ta']
16937,ti,['ti']
16938,müna,['müna']
16939,wesha,['wesha']
16940,welu,['welu']
16941,tüfa,['tüfa']
16942,mew,['mew']
16943,mülekefuy,"['müle','-ke','-fu','-y']"
16944,fentren,['fentren']
16945,mapuche,['mapuche']
16946,kimün,"['kim','-ün']"
16947,fey,['fey']
16948,mingako,['mingako']
16949,mülekefuy,"['müle','-ke','-fu','-y']"
16950,kom,['kom']
16951,tüfachi,"['tüfa','-chi']"
16952,dungu,['dungu']
16953,mülekefuy,"['müle','-ke','-fu','-y']"
16954,tüfa,['tüfa']
16955,may,['may']
16956,mülekefuy,"['müle','-ke','-fu','-y']"
16957,kuyfi,['kuyfi']
16958,po,['po']
16959,kellun,"['kellu','-n']"
16960,mülekefuy,"['müle','-ke','-fu','-y']"
16961,mapuche,['mapuche']
16962,müna,['müna']
16963,kelluwingün,"['kellu','-w','-i','-ngün']"
16964,trawülu,"['trawü','-lu']"
16965,engün,['engün']
16966,ta,['ta']
16967,ti,['ti']
16968,mari,['mari']
16969,kiñe,['kiñe']
16970,mari,['mari']
16971,kechu,['kechu']
16972,che,['che']
16973,puwkefuy,"['puw','-ke','-fu','-y']"
16974,ka,['ka']
16975,chumngechi,['chumngechi']
16976,dewmakefuy,"['dewma','-ke','-fu','-y']"
16977,ta,['ta']
16978,mingako,['mingako']
16979,trapumchi,"['trapum','-chi']"
16980,che,['che']
16981,ñiwunkefuy,"['ñiwun','-ke','-fu','-y']"
16982,trapumchi,"['trapum','-chi']"
16983,trapumwingün,"['trapum','-w','-i','-ngün']"
16984,ta,['ta']
16985,füchake,"['fücha','-ke']"
16986,che,['che']
16987,ta,['ta']
16988,ti,['ti']
16989,bailangün,"['baila','-ngün']"
16990,feyngün,"['fey','-ngün']"
16991,mapuche,['mapuche']
16992,bailangün,"['baila','-ngün']"
16993,femngechi,['femngechi']
16994,trillakefuyngün,"['trilla','-ke','-fu','-y','-ngün']"
16995,tukukunuy,"['tuku','-kunu','-y']"
16996,ketran,"['ketra','-n']"
16997,engün,['engün']
16998,mapu,['mapu']
16999,mew,['mew']
17000,pünofingün,"['püno','-fi','-ngün']"
17001,rele,['rele']
17002,ta,['ta']
17003,ti,['ti']
17004,wallñmafingün,"['wall','-ñma','-fi','-ngün']"
17005,ka,['ka']
17006,fentren,['fentren']
17007,antü,['antü']
17008,küdawkefuy,"['küdaw','-ke','-fu','-y']"
17009,müna,['müna']
17010,kellukefuy,"['kellu','-ke','-fu','-y']"
17011,füchake,"['fücha','-ke']"
17012,che,['che']
17013,kuyfi,['kuyfi']
17014,müna,['müna']
17015,wechuwi,"['wechu','-w','-i']"
17016,ta,['ta']
17017,pu,['pu']
17018,vecinowen,"['vecino','-wen']"
17019,kellualu,"['kellu','-a','-lu']"
17020,kelluwi,"['kellu','-w','-i']"
17021,kellunoalu,"['kellu','-no','-a','-lu']"
17022,kellungelay,"['kellu','-nge','-la','-y']"
17023,müna,['müna']
17024,küme,['küme']
17025,dungu,['dungu']
17026,ta,['ta']
17027,kom,['kom']
17028,pu,['pu']
17029,che,['che']
17030,kellukefuy,"['kellu','-ke','-fu','-y']"
17031,kom,['kom']
17032,lof,['lof']
17033,mew,['mew']
