GLOTTOCODE;Name;ISOCODE
ardv1234;Ardvin-Tbilisi;
area1240;'Are'are;alu
areb1238;Areba;aea
areb1239;Arebhashe;
arec1238;Arecuna;
ared1234;Are-Doga;
aree1239;Are;mwc
arei1235;Are linkage;
arek1234;Arekan;
arem1240;Arem;aem
areq1237;Arequipa-La Unión Quechua;qxu
ares1234;Aresh-Havarik;
aret1240;Aret;
aret1241;Are-Taupota linkage;
arew1238;Arewa;
arge1236;Argentine Sign Language;aed
argo1244;Argobba;agj
argu1237;Arguni;agf
arha1237;Arhâ;aqr
arhe1238;Arhe;
arho1237;Arhö;aok
arhu1241;Arhuacic;
arhu1242;Arhuaco;arh
arib1240;Aribwaung;ylu
arib1241;Aribwatsa;laz
arid1234;Arid-Washm-Sudair;
arie1239;Ariégeois;
arif1239;Arifama-Miniafia;aai
arif1240;Arifama;
arig1246;Arigidi;aqg
arig1247;Arigidí;
arig1248;Arigibi;
arii1243;Ari;aac
arii1244;Ari (Papua New Guinea);
arik1262;Arikara;ari
arik1263;Arikemic;
arik1264;Arikem;ait
arik1265;Arikapú;ark
arik1266;Arik;
arin1242;Arin-Pumpokol;
arin1243;Arin;xrn
arin1244;Aringa;luc
arin1246;Arinbit;
ario1238;Ariom;
arit1239;Aritinngitigh;dth
ariw1234;Ari-Waruna;
ariz1237;Arizona Tewa;
arka1238;Arkan Valley;
arli1238;Arlija;
arli1239;Arli-Dolenjski;
arma1243;Arman;
arma1244;Arma;aoh
arma1245;Armaneshti;
arme1241;Armenic;
arme1259;Armenian Sign Language;aen
arme1260;Armeno-Tat;
aroa1234;Aroaqui;
arog1238;Arogbo;
aroh1238;Arohun;
arok1238;Arokaara;
arom1237;Aromanian;rup
arom1238;Aroma;
arop1242;Arop-Sissano;aps
arop1243;Arop-Lokep;apr
arop1244;Arop;
aros1241;Arosi;aia
arsh1235;Arsho;
arsi1238;Arsi;
arta1239;Arta;atz
arti1236;Artificial Language;
arti1237;Artial;
arto1238;Artois;
artv1238;Artvin;
arua1259;Arua;
arua1260;Aruamu;msy
arua1261;Aruá (Rondonia State);arx
arua1262;Aruáshi;
arua1263;Aruá (Amazonas State);aru
arua1264;Aruan;
arub1238;Caquetio;
arue1240;Aruek;aur
arug1238;Arughunya;
arum1242;Arumbi;
arum1243;Arumaka;
aruo1240;Srenge;lsr
arup1240;Arupai;
arus1241;Aruskush-Daqqushchu;
arus1242;Arusha;
arus1243;Arusa;
arut1243;Arut;
arut1244;Arutani;atx
aruu1241;Aru;
arva1236;Arvanitika Albanian;aat
arwa1237;Arwala;
arze1238;Arzeu;
asaa1238;Asa;
asak1234;Asakh;
asal1234;Asalemi;
asan1239;Asante;
asap1239;Asapa;
asar1240;Asaro'o;mtv
asas1240;Asas;asd
asba1238;Asbalmin;
aseb1238;Asebi;
asee1238;Ase;
asen1242;Asen;
asen1243;Asento;
asen1244;Åsen;
aser1237;Asera;
aset1235;Ase-Taveak;
asha1241;Asha-Ashe-Kak;
asha1242;Ashe-Asha;
asha1243;Asháninka;cni
asha1244;Asha-Ashe-Kak-Matsi-Nan;
ashe1269;Ashe;ahs
ashe1270;Ashen;
ashe1271;Ashe-Asha Norte;
ashe1272;Ashéninka Perené;prq
ashe1273;Ashéninka Pajonal;cjo
ashe1274;Asheninka;
ashi1242;Ashiti;
ashi1243;Ashing;
ashk1245;Ashkharik;
ashk1246;Ashkun;ask
ashk1247;Ashkaraua;
asho1236;Asho Chin;csh
asho1237;Ashoic;
ashr1238;Ashreti;
asht1244;Ashtiani;atn
asht1245;Ashtikulin;
ashu1242;Ashkunu;
ashu1243;Ashuku;
asia1264;Asiaoro;
asia1266;Asia Minor;
asif1237;Asifabad;
asil1242;Asilulu;asl
asko1238;Askopan;eiv
asla1234;Aslanbeck;
asli1243;Aslian;
asli1244;ASLic;
asma1256;Asmat-Kamoro;
asma1257;Asmat;
asoa1238;Asoa;asv
ason1245;Asong;
ason1246;Asonga;
ason1247;Asonga (Ngumbi);
aspr1238;Aspromonte;
assa1262;Eastern Kamrupa;
assa1263;Assamese;asm
assa1264;Assam Tai;
assa1265;Assam Khamti;
assa1266;Assan;xss
assa1267;Assaikio;
assa1268;Assaka;
assa1269;Assangori;sjg
assa1271;Assamese-based pidgin;
assa1272;Assaorta;
asse1237;Assem;
assi1246;Assi;
assi1247;Assiniboine;asb
asss1237;As;asz
assy1241;Assyrian Neo-Aramaic;aii
asta1240;Astara;
asto1242;Astori;
asto1243;Astor;
astr1245;Astrakhan Armenian;
astr1246;Astrakhan Tatar;
astr1247;Eastern Bel;
astu1244;Asturo-Leonese;
astu1245;Asturian-Leonese-Cantabrian;ast
astu1246;Asturian;
asue1235;Asue Awyu;psa
asum1237;Asumboa;aua
asun1235;Asu (Nigeria);aum
asun1236;Asunción Mixtepec Zapotec;zoo
asur1254;Asuri;asr
asur1255;Asuric;
asut1235;Asu (Tanzania);asa
asyu1234;Asyūṭ–Gina;
asyu1235;Asyūṭ–Luxor;
ataa1240;Ata;atm
ataa1241;Ata (New Britain);
atab1238;Ataba;
atac1235;Atacame;
atak1250;Atakora Fulfulde;
atak1251;Atakat;
atak1252;Atakapa;aqp
atal1239;Atala;
atam1239;Atampaya;amz
atam1240;Ata Manobo;atd
atan1241;West Sogeram;
atar1237;Ataripoe;
atat1238;Atatláhuca Mixtec;mib
atay1246;Atayalic;
atay1247;Atayal;tay
atch1238;Atchin;
atem1241;Mand;ate
ater1235;Ater;
ates1238;Atesino;
atha1245;Athabaskan-Eyak-Tlingit;
atha1246;Athabaskan-Eyak;
atha1247;Athabaskan;
athe1238;Athens;
athi1234;Athima;
atho1238;Athoc;
athp1240;Athpariyic;
athp1241;Athpariya;aph
atii1237;Ati;atk
atik1240;Atikamekw;atj
atim1239;Atimelang;
atin1240;Atina-Pazar;
atin1241;Atinggola;
atis1238;Atisa;
atit1238;Atitlín Mixe;
atiu1237;Atiu;
atla1270;Atlacomulco-Temascalcingo;
atla1271;Atlamajalcingo del Monte;
atla1275;Atlas Berber;
atla1278;Atlantic-Congo;
atla1280;Atlantic-Congo (Unattested);
atla1282;Atlantic-Congo Speech Register;
atla1283;Atlantic Provinces English;
atoh1238;Atohwaim;aqm
aton1241;Atong (India);aot
aton1242;Atong;ato
ator1243;Atorai;
ator1244;Atorada;aox
atra1235;Atrato;
atru1239;Atruahí;
atru1243;Atrush Jewish Neo-Aramaic;
atsa1241;Atsam;cch
atsa1242;Atsahuaca;atc
atsi1239;Atsilima;
atsu1245;Atsugewi;atw
atta1243;Attapady Kurumba;pkr
atta1244;Atta;
atti1239;Attié;ati
atti1240;Attic;
atto1238;Attock Hindko;
atue1238;Atuence;atf
atum1238;Atumfuor;
atzi1235;Atzingo Matlatzinca;ocu
auaa1240;Aua (Pileni);
auaa1241;Aua;
auag1234;Aua-Gawil;
auch1238;Auchi;
auga1239;Auga;
augu1237;Augustinian Sign Language;
augu1243;Augu;
auhe1237;'Auhelawa;kud
auia1238;Auia-Tarauwi;
auks1239;Aukshtaitish;
aulu1238;Aulua;aul
aume1238;Aumenefa;
auni1244;Auni;
auol1234;Au-Olo-Elkei;
aura1242;Aurama;
aura1243;Aurê y Aurá;aux
aure1239;Aurei;
aush1241;Aushi;auh
aush1242;Aushiri;avs
auss1240;Aussa;
aust1242;Austronesian Hiri Motu;
aust1252;Austrian Sign Language;asq
aust1253;Australian Aborigines Sign Language;asw
aust1271;Auslan;asf
aust1304;Austral;aut
aust1305;Austroasiatic;
aust1307;Austronesian;
aust1310;Auslan-PNG Sign;
aust1312;Austronesian (Unattested);
aust1313;Australic English;
aust1314;Australian English;
aust1315;Australian Vernacular English;
auuu1241;Au;avt
auve1239;Auvergnat Occitan;
auve1240;Auvergnat;auv
auwa1241;Auwaka;
auwa1242;Auwa;
auwe1239;Auwe;smf
auxi1235;Auxiliary Sign Systems;
auya1234;Auyana;
auye1238;Auye;auu
auye1239;Auye-Dao;
auyo1240;Auyokawa;auo
avaa1240;Ava;
avac1239;Avá-Canoeiro;avv
aval1237;Alavan;
avam1236;Avam;
avan1234;Avankari Hindko;
avar1255;Avar-Andic-Tsezic;
avar1256;Avar;ava
avar1257;Avari;
avas1237;Avasö;
avat1243;Avatime-Nyangbo;
avat1244;Avatime;avn
avau1237;Avau;avb
aven1238;Aveno;
aver1239;Averi;
aves1237;Avestan;ave
avia1241;Avianwu;
avia1242;Aviara;
avie1238;Aviele;
avik1242;Avikam-Alladian;
avik1243;Avikam;avi
avok1242;Avokaya;avu
avok1243;Avokaya Pur;
avok1244;Avok;
avun1237;Avunatari;
awaa1246;Awa;
awab1243;Awabakal;awk
awab1244;Awabagal;
awac1238;Lavia-Awalai-Damangnuo Awa;vwa
awac1239;Awa-Cuaiquer;kwi
awad1243;Awadhi;awa
awad1244;Awad Bing;bcu
awad1245;Awadhic;
awag1234;Awá (Guajá);
awak1249;Awak-Kamo;
awak1250;Awak;awo
awak1251;Awake;
awal1237;Awale;
awal1239;Awalai Awa;
awan1239;Awan;
awao1234;Awa-Oweina;
awap1236;Awa (Papua New Guinea);awb
awar1248;Awara;awx
awar1249;Awar;aya
away1237;Awayama;
awbo1238;Awbono;awh
awee1240;Awe;
awee1241;A'we;
awee1242;Aweer;bob
aweg1238;Awege;
awem1238;Awembak;
awer1241;Awera;awr
awet1244;Awetí;awe
awet1245;Aweti-Guarani;
awia1234;Awiakay-Karimba;
awia1235;Awiakay;
awim1234;Awim;
awin1248;Awing;azo
awin1249;Elevala;
awit1237;Awit;
awiy1238;Awiyaana;auy
awji1241;Awjilah;auj
awng1244;Awngi;awn
awng1245;Awngthim;gwm
awor1241;Aworo;
awor1242;Awori;
awtu1239;Awtuw;kmn
awun1245;Auwon;aww
awut1241;Awutu;afu
awuu1235;Southern Awu (Lope);yiu
awyi1241;Awyi;auw
awyu1263;Awyu-Dumut;
awyu1264;Awyu;
awyu1265;Awyu-Ok;
axam1237;Axamb;ahb
axel1238;Axels;
axiy1235;Axi Yi;yix
ayab1239;Yintyinka-Ayabadhu;ayd
ayac1238;Ayacuchan Quechua;
ayac1239;Ayacucho Quechua;quy
ayan1239;Ayangan Ifugao;
ayau1235;Ayautla Mazatec;vmy
ayer1244;Ayere-Ahan;
ayer1245;Ayere;aye
ayer1246;Ayerrerenge;axe
ayic1234;Ayi (China);ayx
ayip1235;Ayi (Papua New Guinea);ayq
ayiw1239;Äiwoo;nfl
ayiz1244;Ayizi;yyz
ayiz1245;Ayizo Gbe;ayb
ayiz1246;Ayizo-Seto;
ayiz1247;Ayizo-Tori;
ayiz1248;Ayizo-Kobe;
ayma1253;Aymaran;
ayna1239;Aynallu;
aynt1234;Ayntab;
ayom1234;Ayomán;
ayoq1235;Ayoquesco Zapotec;zaf
ayor1240;Ayoreo;ayo
ayot1238;Ayotzintepec;
ayri1234;Ayrico;
ayta1251;Ayta Hambali;
aytb1234;Ayt Bunsar;
ayth1234;Ayt Hmed;
aytm1234;Ayt Mezduy;
ayts1234;Ayt Seddat;
aytw1238;Ayt Waziten;
ayun1238;Ayun;
ayut1236;Ayutla Mixtec;miy
ayuu1242;Ayu;ayu
azam1235;Azamgarhi;
azan1238;Azángaro-Huangáscar-Chocos;
azaw1238;Kel Ilokkod;
azer1255;Central Oghuz;
azer1256;Azer;
azex1234;Azex;
azha1235;Azha;aza
azhe1235;Azhe;yiz
azhi1238;Azhiga;
azom1238;Azom;
azon1238;Azonyu;
azoy1236;Azoyú Me'phaa;tpc
azte1234;Aztec;
azua1234;Azuay Highland Quichua;
azza1238;Azzaga;
b10b1234;B10-B30;
baaa1237;Ba'a;
baad1239;Baadu;
baag1244;Baagato;
baal1234;Baale-Olam;
baam1237;Ba'amang;
baan1241;Baan;bvj
baan1242;Baangi;bqx
baan1243;Baanma;
baat1238;Baatonum;bba
baaz1234;Baazem;
baba1263;Babango;bbm
baba1264;Baba;bbw
baba1265;Babadjou;
baba1266;Babanki;bbk
baba1267;Baba Malay;mbf
baba1268;Babatana;baa
baba1269;Babagarupu;
baba1270;Babaga;
baba1272;Baba (East Timor);
baba1273;Babalia Creole Arabic;bbz
baba1274;Babar;
babb1238;Babbe;
babe1238;Babete;
babi1235;Witsuwit'en-Babine;bcr
babi1236;Babine-Takla;
babo1241;Babong;
babo1242;Babon;
babu1240;Babuza;bzg
babu1241;Babungoic;
babu1242;Babuyan;
baca1241;Bacadin;
baca1242;Baca (South Africa);
baca1243;Bacanese Malay;btj
baca1245;Bacama-Yimburu;
baca1246;Bacama;bcy
baca1249;Baca (Cameroon);
bach1242;Bachadi;
bach1243;Bachit-Gashish;
bach1244;Bachen of Hor;
bact1239;Bactrian;xbc
bada1257;Badaga;bfq
bada1258;Bada (Nigeria);bau
bada1259;Badara Duguri;
bada1260;Badaic;
bada1261;Bada (Indonesia);bhz
bada1262;Bada;
bada1263;Badaga-Kannada;
bada1264;Badakhshan;
badd1234;Baddey Aweer;
bade1240;Badeshi;bdz
bade1248;Bade;bde
badh1238;Badhani;
badi1244;Badiotto;
badi1245;Badin;
badi1246;Badimaya;bia
badi1247;Ngkontar Baedi;khd
badi1250;Badi (Median);
badi1252;Badikhel Pahari;
badj1244;Badjirri;jbi
badj1245;Badjia;
badj1246;Badjiri-Eastern Karnic;
badr1234;Badrudi;
badu1237;Badui;bac
badw1238;Badwe'e;
bady1239;Jaad-Badyara;pbp
baeg1237;Baeggu;bvd
bael1237;Baelelea;bvc
baen1237;Baenan;
baet1237;Baetora;btr
bafa1247;Bafaw-Balong;bwt
bafa1248;Bafaw;
bafa1249;Bafanji;bfj
bafa1250;Bafatá Creole;
bafa1251;Bafawic-Bakweric;
bafa1252;Bafawic;
bafe1238;Bafeuk;
baff1240;North Baffin Inuktitut;
baff1241;Baffin Inuktitut;
bafi1243;Bafia;ksf
bafi1244;Bafia (A.50);
bafo1235;Bafoto;
bafo1236;Bafou;
bafu1245;Bafun;
bafu1246;Bafut;bfd
bafw1241;Bafwakoyi;
bafw1242;Bafwandaka;
baga1270;Baga Manduri;bmd
baga1271;Baga Kaloum;bqf
baga1272;Baga Sitemu;bsp
baga1273;Baga Koga;bgo
baga1274;Baga Sobané;bsv
baga1275;Pukur;bcg
baga1276;Baga Mboteni;bgm
baga1277;Bagam;
baga1278;Bagangu;
baga1279;Baga Binari;
bagd1238;Bagdi;
bage1238;Bageto;
bage1239;Bagelen;
bagh1249;Baghati;
bagh1250;Baghliani;
bagh1251;Bagheli;bfy
bagi1244;Bagirmi Fulfulde;fui
bagi1246;Bagirmi;bmi
bagi1248;Bagirmic;
bagl1238;Baglung;
bago1245;Bago-Kusuntu;bqg
bago1246;Bago;
bago1247;Bago-Delo-Cala;
bagr1243;Bagri;bgq
bagr1244;Bagrote;
bagr1245;Bagri-Jandavra;
bagu1249;Bagua;
bagu1250;Bagundji;
bagu1251;Bagusa;bqb
bagu1252;Bagupi;bpi
bagv1239;Bagvalal;kva
bagv1240;Bagvalal-Tindi;
bagw1238;Bagwa;
baha1254;Bahawalpuri;
baha1255;Baharlu;
baha1256;Baha Buyang;yha
baha1257;Bahau;bhv
baha1258;Baham;bdw
baha1259;Baharna Arabic;abv
baha1260;Bahamas Creole English;bah
baha1261;Bahamian Gullah;
baha1262;Bahau River Kenyah;bwv
baha1263;Bahamian English;
bahe1242;Bahe;
bahi1252;Bahing;bhj
bahi1254;Bahinemo;bjh
bahi1255;Bahinemic;
bahm1237;Bah Malei;
bahn1261;Bahnar-Rengao;
bahn1262;Bahnar;bdq
bahn1263;Bahnar Bonom;
bahn1264;Bahnaric;
baho1237;Bahonsuai;bsu
bahr1242;Bahrain;
bahr1243;Bahri Girinti;
bahr1247;Bahraini Gulf Arabic;
bahr1248;Bahraini;
bahr1250;Bahraich;
bahu1238;Bahuanaic;
baib1249;Baibara;
baib1250;Baibai-Fas;
baib1251;Baibai;bbf
baic1239;Baic;
baig1238;Baigani;
baih1238;Baihong;
baii1247;Bay (Democratic Republic of Congo);
baii1251;Bai;bdj
baik1238;Baikeno;bkx
baim1244;Baima;bqh
baim1245;Baimak;bmx
baim1246;Bai-Maclay;
bain1259;Bainounk-Gujaher;bab
bain1260;Bainouk-Samik;bcb
bain1261;Bainouk-Gunyaamolo-Gutobor;bcz
bain1263;Baining;
bain1264;Bainounk;
baip1234;Baipito;
bais1241;Baish Aranés;
bais1242;Baissa Fali;fah
bais1246;Baiso;bsw
bais1247;Baiso-Jiiddu;
bais1248;Baishari;
bait1246;Baitadi;
bait1247;Baite;
bait1248;Baitsi;
baiv1238;Bai-Viri;
baja1258;Bajat;
baja1259;Bajawa;
baja1260;Bajau Laut;
baja1261;Bajau Darat;
baja1262;Bajau Semporna;
baja1263;Bajau Banaran;
baja1265;Bajan;bjs
baje1238;Bajelani;bjm
bajh1238;Bajhangi;
baji1239;Bàjii;
baju1244;Bajurali;
baju1245;Bajuni;
baju1246;Bajuta of the Eyassi;
baju1247;Bajui;
bajw1238;Bajwo;
baka1270;Bakarwali;
baka1271;Baka-Gundi;
baka1272;Baka (Cameroon);bkc
baka1273;Bakaka;bqz
baka1274;Baka (South Sudan);bdh
baka1275;Bakati';
baka1276;Melangvala-Bakalang;
baka1277;Bakairí;bkq
baka1278;Baka complex;
bake1241;Bake;
bake1242;Bakem;
bakh1245;Bakhtiari;bqi
bakh1247;Bakha;
bakh1251;Bakh'a;
bakh1252;Bakhtiari-Southern Lori;
baki1242;Baki (Cameroon);
baki1243;Baki-Bierebo;
baki1244;Baki;bki
bakk1238;Bak;
bako1249;Bakoko;bkh
bako1250;Bakole;kme
bako1251;Bakoni;
bako1252;Bako;
bako1253;Bakoi;
bako1254;Bakor;
bakp1238;Bakpinka;bbs
bakt1238;Bhaktapur-Thimi;
baku1259;Baku;
baku1260;Bakuure;
baku1261;Bakundumu;
baku1262;Bakun-Kibungan;
baku1263;Bakumpai;bkr
baku1264;Bakun;
baku1265;Bakung Kenyah;boc
bakw1242;Bakwe-Wane;
bakw1243;Bakwé;bjw
bala1242;Bala (China);
bala1297;Balakhani;
bala1298;Bala-Gariva'i;
bala1299;Bala;
bala1300;Balanta;
bala1301;Balanta-Kentohe;ble
bala1302;Balanta-Ganja;bjt
bala1303;Balanka;
bala1304;Balaongwe;
bala1305;Balatchi;
bala1306;Balau;blg
bala1307;Balawaia;
bala1308;Balakeo;
bala1309;Balatok-Kalinga;
bala1310;Balangao;blw
bala1311;Balangingi;sse
bala1312;Balait;
bala1313;Balanipa;
bala1314;Balaesang;bls
bala1315;Balantak;blz
bala1316;Balade;
bala1317;Balamuk;
bala1318;Balaybalan;
bala1319;Balasa;
balb1237;Balbalasang;
bald1241;Baldemu;bdn
bale1252;Balessing;
bale1253;Balep;
bale1254;Balesi;
bale1255;Bale;
bale1256;Balear;
bale1257;Baleveng;
bali1245;Bali (Nigeria);bcn
bali1269;Bali Nyonga;
bali1274;Bali (Democratic Republic of Congo);bcp
bali1275;Ibali Teke;
bali1276;'Bali'ba;
bali1277;Bali-Sasak-Sumbawa;
bali1278;Balinese;ban
bali1279;Balinese Malay;mhp
bali1280;Bali-Vitu;
bali1281;Balimbing;
bali1282;Balingian;
bali1283;Balif;
bali1284;Bali-Kpasam;
bali1286;Bali-Beeke;
balk1252;Balkan Romani;rmn
balk1253;Balkar;
balk1254;Rumelian Turkish;bgx
balk1255;Balkhu-Sisneri;
balk1259;Balkh Arabic;
balk1260;Balkan Bulgarian;
balo1260;Balochic;
balo1261;Loi-Likila;biz
balo1262;Balondo;
balo1263;Balong;
balo1264;Balo;bqo
balo1265;Baloum;
balt1257;Baltic Romani;rml
balt1258;Balti;bft
balt1262;Baltap-Lalin;
balt1263;Balto-Slavic;
balu1254;Balurbi;
balu1255;Baluba;
balu1256;Baluombila;
balu1257;Paluai;blq
balu1258;Baluan;
balv1238;Balvi;
bama1249;Langue de Signes Malienne;bog
bama1251;Bamali;bbq
bama1252;Bama;
bama1253;Bama Lamaholot;
bamb1262;Bambassi;myf
bamb1263;Bambuka-Gomu-Leelau;
bamb1264;Bambenzele;
bamb1265;Bambalang;bmo
bamb1266;Bambili-Bambui;baw
bamb1267;Bambili;
bamb1268;Bambui;
bamb1269;Bambara;bam
bamb1270;Bambam;ptu
bamb1271;Bambam Hulu;
bamb1272;Bamboutos;
bamb1273;Bambur;
bame1260;Bamenyam;bce
bame1261;Bameka;
bame1262;Bamessingue;
bame1263;Bamendjing;
bame1264;Bamenkumbo;
bame1265;Bamesso;
bame1266;Bamendjo;
bame1267;Bamendjinda;
bame1268;Bamendou;
bami1239;Bamileke;
bami1240;Bamingun;
bamm1240;Bam;
bamm1241;Bam-Manam;
bamo1240;Bamoungong;
bamp1234;Bampuri;
bamu1253;Bamun;bax
bamu1254;Bamukumbit;bqt
bamu1255;Bamumbo;
bamu1256;Bamunka;bvm
bamu1257;Bamu;bcf
bamv1238;Bamvele;
bamw1238;Bamwe;bmg
bamw1239;Bamweic;
bana1280;Banat Romanian;
bana1281;Banaphari;
bana1282;Banapari;
bana1283;Banai;
bana1284;Banama;
bana1285;Banala;
bana1286;Banana';
bana1287;Banaban;
bana1288;Banao Itneg;bjx
bana1289;Banao Pikekj;
bana1290;Banaue Ifugao;
bana1291;Bana (Austronesian);
bana1292;Banaro;byz
bana1304;Banana;
bana1305;Bana;bcw
bana1306;Banawá;bnh
bana1307;Banawa;
bana1308;Banat Bulgarian;
bana1309;Banapas;
banc1237;Banchapai;
band1335;Bandari;
band1336;Bandu;
band1337;Bandjigali;bjd
band1339;Bandjalangic;
band1340;Bandial;bqj
band1341;Bandaic;
band1342;Banda-Mbrès;bqk
band1343;Banda-Banda;bpd
band1344;Banda-Bambari;liy
band1345;Banda-Ndélé;bfl
band1346;Nuclear Banda-Ndélé;
band1347;Banda-Kpaya;
band1348;Banda-Yangere;yaj
band1349;Bandobo;
band1350;Bandougou;
band1351;Bandi-Zialo;
band1352;Bandi;bza
band1353;Banda Malay;bpq
band1354;Banda-Geser;
band1355;Banda (Indonesia);bnd
band1356;Banda Aceh;
band1357;Greater Bandjalangic;
band1358;Bandjalang;
band1359;Bandar Abbas;
band1360;Bandar Abbasi;
bane1244;Banenge;
bane1245;Baneka;
bane1246;Bane;
banf1238;Banfora-Sienena;
bang1335;Bangani;
bang1336;Bangaru Proper;
bang1337;Bangdale;
bang1338;Bangni;
bang1339;Banggarla;bjb
bang1340;Gbangrim;
bang1341;Bangla;
bang1342;Bangoul;
bang1343;Bang-Were;
bang1344;Bang-Ling;
bang1345;Bangba;bbe
bang1346;Banginda;
bang1347;Ngombe-Bangandu;bgf
bang1348;Bangwinji;bsj
bang1349;Banga (Nigeria);
bang1350;Bangubangu;bnx
bang1351;Bangwe;
bang1353;Bangala;bxg
bang1354;Bobangi;bni
bang1355;Bangui;
bang1356;Bangolan;bgj
bang1357;Bang;
bang1358;Bangang;
bang1359;Banga;
bang1360;Bangri;
bang1362;Bangassogo;
bang1363;Bangime;dba
bang1364;Bangkalan;
bang1365;Bangka;mfb
bang1366;Nuclear Bangad;
bang1367;Banggi;
bang1368;Banggai;bgz
bang1369;Bangru;
bang1370;Bangka-Belitung Malay;
bang1371;Bangubangu-Kasai;
bang1372;Bangni-Tagin;
bang1373;Bangalore-Madras Indian Sign Language;
bang1374;Bangoondi Suku;
bang1375;Bangalore Kannada;
bani1254;Avane;bvv
bani1255;Baniwa do Icana;bwi
bani1258;Baniwa-Curripaco-Tariano;
bani1259;Baniwa-Curripaco;
bani1260;Baniva de Guainia;
bani1261;Baniwa Meridional;
bani1262;Baniwa do Alto Icana;
bani1263;Baniwa do Rio Guainia;
bani1264;Baniwa do Cabeceires do Cuyari;
banj1239;Banjar;bjn
banj1240;Banjar-Berau-Brunei Malay;
banj1241;Banjar-Bukit Malay;
bank1239;Banke;
bank1251;Ban Khor Sign Language;bfk
bank1256;Bankon;abb
bank1257;Bankal;jjr
bank1258;Bankagooma;bxw
bank1259;Bankan Tey Dogon;dbw
banl1237;Banlol;
bann1246;Bannuchi;
bann1247;Bannoni;bcm
bann1248;Bannock;
bans1246;Bansbali;
bans1247;Bansyari;
bans1248;Bansoa;
bans1249;Banshū;
bant1278;Bantar;
bant1279;Bantar (Nepal);
bant1280;Bantawic;
bant1281;Bantawa;bap
bant1282;Banta;
bant1284;Banti;
bant1285;Banten;
bant1286;Bantik;bnq
bant1287;Bantayan;
bant1288;Bantoanon;bno
bant1289;Banton;
bant1290;Bantian;
bant1291;Banten (West Javanese);
bant1292;Bantaeng;
bant1293;Bantayanon;bfx
bant1294;Bantoid;
bant1295;Bantu A-B10-B20-B30;
bant1298;Bantang;
banu1239;Banuwang;
bany1245;Banya;
bany1246;Banyok;
bany1247;Banyumas;
bany1248;Banyam;
banz1241;Banza;
banz1242;Banz-Nondugl;
banz1243;BANZL;
baoa1237;Baoanic;
baoj1238;Baojing Tujia;
baoj1239;Baojing;
baol1238;Baol;
baoo1237;Bao;
baou1238;Baoulé;bci
bapa1239;Bapai;
bape1238;Bape;
bape1239;Bapen;
bapo1238;Bapo;
bara1273;Baraba;
bara1347;Barau;
bara1352;Barahuwi;
bara1353;Barage;
bara1354;Dom of Syria;
bara1355;Barato;
bara1356;Baragaunle;
bara1357;Baraamu;brd
bara1358;Barani;
bara1359;Barabo;
bara1360;Barambo-Pambia;
bara1361;Barambu;brm
bara1362;Barama;bbg
bara1363;Barabayiiga;
bara1364;Baralaka;
bara1365;Baraka;
bara1366;Barabara;
bara1367;Barakai;baj
bara1368;Baras (Philipinnes);
bara1369;Bara Malagasy;bhr
bara1370;Baram Kayan;kys
bara1371;Baras;brs
bara1372;Barang-Barang;
bara1373;Barat;
bara1374;Bara (Papua New Guinea);
bara1375;Barapasi;brp
bara1376;Baraic;
bara1377;Barai-Namiae;
bara1378;Baramu;bmz
bara1380;Barasana-Eduria;bsn
bara1394;Baram;
bara1395;Bara;
bara1398;Barashe Jewish Neo-Aramaic;
bara1399;Barapasi-Sauri-Kofei;
bara1401;Bara-Tatuyo;
bara1404;Barababaraba;rbp
bara1405;Barapu-Warapu;
bara1406;Barainic;
bara1407;Bara-Tanosy;
bara1408;Baraba Tatar;
bara1410;Barabanki;
bara1411;Baram Onya Darat;
barb1242;Barbacoas;bpb
barb1262;Barbaricino;
barb1263;Barbareño;boi
barb1265;Barbacoan;
barb1266;Barbados-Eustatius;
barb1267;Barbados-Trinidad;
barb1268;Barbacoan (Unattested);
barc1235;Barclayville Grebo;gry
barc1236;Barclayville-Gboloo-Central Liberian Grebo;
barc1237;Barceloní;
bard1252;Bardiya;
bard1253;Bardes-Tiswadi Christian Konkani;
bard1254;Bardic;
bard1255;Bardi;bcj
bard1256;Bardangal;
bare1271;Barei;
bare1272;Bareko;
bare1273;Bareke;
bare1274;Bareji;
bare1275;Bareji (Gaina);
bare1276;Baré;bae
bare1279;Barain;bva
bare1280;Barentu;
bare1281;Bareya-Amgun';
bare1282;Bareic;
barg1250;Barguzin;
barg1251;Bargu;
barg1252;Bargam;mlp
barg1253;Barguzin Evenki;
barh1234;Barh Keita;
bari1241;Barikanchi;bxo
bari1281;Barik;
bari1282;Bari (Logo);
bari1283;Barian;
bari1284;Bari;bfa
bari1286;Bariai;bch
bari1287;Barito-Mahakam;
bari1288;Bario;
bari1290;Bariji;bjc
bari1297;Barí;mot
bari1298;Barikewa;jbk
bark1244;Barkoundouba;
bark1245;Barka (Burkina Faso);
bark1246;Barka;
bark1251;Barkali;
barl1240;Barlig;
barl1241;Barlavento;
barm1242;Barmeri;
barm1243;Barmeli;
baro1252;Barombi;bbi
baro1253;Barok;bjk
baro1254;Barongagunay;
baro1255;Barotac Viejo Nagpana;
barp1238;Barpak;
barr1247;Barrow Point;bpt
barr1248;Barrawa;
barr1249;Barru;
barr1251;Barro Negro Tunebo;tbn
barr1252;Barranbinya;
bart1238;Bartangi;
