;Palabra;Glosa
1593;practica;practica
1594;galvarino;galvarino
1595;carniceria;carniceria
1596;kisuntu;kisu-ntu
1597;kuydapatuy;kuyda-pa-tu-y
1598;sañwe;sañwe
1599;iyufali;i-yu-fal-i
1600;chemkun;chemkun
1601;kimülmi;kim-ül-mi
1602;küpawetulay;küpa-we-tu-la-y
1603;mawüalu;mawü-a-lu
1604;wilituwe;wili-tu-we
1605;dewmayafiymi;dewma-ya-fi-ymi
1606;akutukeiñ;aku-tu-ke-iñ
1607;mülekey;müle-ke-y
1608;kimlaiñ;kim-la-iñ
1609;empezayngün;empeza-y-ngün
1610;pingeyngün;pi-nge-y-ngün
1611;müta;müta
1612;rüpüwe;rüpü-we
1613;kelluwkeyngün;kellu-w-ke-y-ngün
1614;yeniey;ye-nie-y
1615;mütrümngekeeyew;mütrüm-nge-ke-e-y-ew
1616;rumelayaymün;rume-la-ya-ymün
1617;ülngey;ü-l-nge-y
1618;yeñmangey;ye-ñma-nge-y
1619;lukutun;luku-tu-n
1620;wüdwüdfe;wüdwüd-fe
1621;witranngekefuy;witran-nge-ke-fu-y
1622;chemkülelu;chem-küle-lu
1623;feypikelay;fey-pi-ke-la-y
1624;mapudunguletuiñ;mapudungu-le-tu-iñ
1625;kewayael;kewa-ya-el
1626;kellun;kellu-n
1627;kimaymi;kim-a-ymi
1628;entuael;entu-a-el
1629;ngoymangey;ngoyma-nge-y
1630;hectareapelay;hectarea-pe-la-y
1631;inangey;ina-nge-y
1632;newentun;newen-tu-n
1633;uwkelay;u-w-ke-la-y
1634;lachi;la-chi
1635;kutrani;kutran-i
1636;witranalwe;witranalwe
1637;yerpunge;ye-rpu-nge
1638;andrea;andrea
1639;feypipay;fey-pi-pa-y
1640;entukey;entu-ke-y
1641;tukukafuyu;tuku-ka-fu-yu
1642;asi;asi
1643;rayen;rayen
1644;puel;puel
1645;feypiael;fey-pi-a-el
1646;pipuyu;pi-pu-yu
1647;chengefuy;che-nge-fu-y
1648;pikefun;pi-ke-fu-n
1649;utruftufiy;utruf-tu-fi-y
1650;akuyu;aku-yu
1651;pikeymün;pi-ke-ymün
1652;illkütufin;illkü-tu-fi-n
1653;allküwelay;allkü-we-la-y
1654;tamew;ta-mew
1655;tüfachi;tüfa-chi
1656;nchiñ;nch-iñ
1657;wall;wall
1658;poblacion;poblacion
1659;piay;pi-a-y
1660;me;-me
1661;ketrongelu;ketro-nge-lu
1662;entungekelaiñ;entu-nge-ke-la-iñ
1663;rakiduami;rakiduam-i
1664;itrokom;itrokom
1665;wirarkonpuyu;wirar-kon-pu-yu
1666;wa;wa
1667;yen;ye-n-
1668;ngillatuan;ngillatu-a-n
1669;amatufin;amatu-fi-n
1670;weshake;wesha-ke
1671;puwn;puw-n
1672;sagrado;sagrado
1673;küdawkey;küdaw-ke-y
1674;llikalekey;llika-le-ke-y
1675;piyawtuyngün;pi-yaw-tu-y-ngün
1676;famtripapay;fam-tripa-pa-y
1677;bronconeumonia;bronconeumonia
1678;ngillatukey;ngillatu-ke-y
1679;anümche;anüm-che
1680;chumalu;chum-a-lu
1681;achawalltuaiñ;achawall-tu-a-iñ
1682;kellupen;kellu-pe-n
1683;wingkadungulelafuy;wingkadungu-le-la-fu-y
1684;malukakefiiñ;malu-ka-ke-fi-iñ
1685;tercer;tercer
1686;pelontun;pelon-tu-n
1687;chumkunuy;chum-kunu-y
1688;inawentufin;inawen-tu-fi-n
1689;kompañkiyawlafin;kompañ-kiyaw-la-fi-n
1690;ngüneluwün;ngüneluw-ün
1691;afachi;af-a-chi
1692;fütrale;fütra-l-e
1693;indigenangey;indigena-nge-y
1694;nentuan;nentu-a-n
1695;tamu;ta-mu
1696;putumekelafuy;putu-meke-la-fu-y
1697;pozo;pozo
1698;ingeniero;ingeniero
1699;trempuramlu;trem-pura-m-lu
1700;pikefiñ;pi-ke-fi-ñ
1701;pilmün;pi-l-mün
1702;o;o
1703;kulpa;kulpa
1704;rulpay;rulpa-y
1705;ngelayay;nge-la-ya-y
1706;pewlu;pe-w-lu
1707;yengekey;ye-nge-ke-y
1708;tutewkefuiñ;tute-w-ke-fu-iñ
1709;wiritukey;wiri-tu-ke-y
1710;feypimefiiñ;fey-pi-me-fi-iñ
1711;kewakapafiy;kewa-ka-pa-fi-y
1712;ñamlu;ñam-lu
1713;fiestaiñ;fiesta-iñ
1714;kimeleleiñmew;kimel-el-e-iñ-mew
1715;pütrünlefuy;pütrün-le-fu-y
1716;yewn;ye-w-n
1717;kellukewfuy;kellu-ke-w-fu-y
1718;pekankamekele;pekanka-meke-l-e
1719;reloj;reloj
1720;peñiwen;peñi-wen
1721;purakintukefuy;pura-kintu-ke-fu-y
1722;mallokiñ;mallokiñ
1723;re;re
1724;tremüngekey;tremü-nge-ke-y
1725;kuydaniekefuy;kuyda-nie-ke-fu-y
1726;widpulepe;widpu-le-pe
1727;awar;awar
1728;mapudungukefuiñ;mapudungu-ke-fu-iñ
1729;wilitukey;wili-tu-ke-y
1730;quiere;quier-e
1731;amutuaymi;amu-tu-a-ymi
1732;ingkatuchey;ingkatu-che-y
1733;wallñmakepufiiñ;wall-ñma-ke-pu-fi-iñ
1734;mapudungukelaaymi;mapudungu-ke-la-a-ymi
1735;küpakimfun;küpa-kim-fu-n
1736;nienole;nie-no-l-e
1737;entun;entu-n
1738;küdawkefuy;küdaw-ke-fu-y
1739;ngillatumekey;ngillatu-meke-y
1740;mütrümkefin;mütrüm-ke-fi-n
1741;küdawaiñ;küdaw-a-iñ
1742;trokifin;troki-fi-n
1743;amfe;amfe
1744;che;che
1745;wulün;wul-ün
1746;peñi;peñi
1747;dungunofuli;dungu-no-fu-l-i
1748;nawpulu;naw-pu-lu
1749;kurintukungey;kuri-n-tuku-nge-y
1750;kümelayngün;küme-la-y-ngün
1751;chumngechifuel;chumngechi-fu-el
1752;femnoliiñ;fem-no-li-iñ
1753;urkuleymi;urku-le-ymi
1754;entufiñ;entu-fi-ñ
1755;ngulalelmuiñ;ngula-lel-mu-iñ
1756;ingles;ingles
1757;guanaco;guanaco
1758;arrendanielu;arrenda-nie-lu
1759;ngüneaymün;ngüne-a-ymün
1760;pel;pel
1761;akuñmay;aku-ñma-y
1762;apoley;apo-le-y
1763;mapudunguaymün;mapudungu-a-ymün
1764;witrakeafimün;witra-ke-a-fi-mün
1765;dunguleael;dungu-le-a-el
1766;kimngelay;kim-nge-la-y
1767;fentepuy;fente-pu-y
1768;katrukachupan;katru-kachu-pa-n
1769;amatukefu;amatu-ke-fu-
1770;iyael;i-ya-el
1771;pipukefin;pi-pu-ke-fi-n
1772;maria;maria
1773;chemkeiñ;chem-ke-iñ
1774;allkütun;allkü-tu-n
1775;piel;pi-el
1776;eluy;elu-y
1777;yengekelafuy;ye-nge-ke-la-fu-y
1778;rungen;ru-nge-n
1779;obligacion;obligacion
1780;sakiñngefuy;sakiñ-nge-fu-y
1781;pobre;pobre
1782;pipiy;pi-pi-y
1783;iney;iney
1784;ngülamkangekefuy;ngülam-ka-nge-ke-fu-y
1785;nguyuy;nguyu-y
1786;corbata;corbata
1787;püzümngekey;püzüm-nge-ke-y
1788;wenüywenngelu;wenüy-wen-nge-lu
1789;llikalelay;llika-le-la-y
1790;kimelelumew;kimel-e-lu-mew
1791;yanqui;yanqui
1792;langümngey;langüm-nge-y
1793;tallangetukey;talla-nge-tu-ke-y
1794;weku;weku
1795;malen;malen
1796;piwkelimi;piwke-l-imi
1797;amuymi;amu-ymi
1798;zapato;zapato
1799;kuydangele;kuyda-nge-l-e
1800;muntuñmangeiñ;muntu-ñma-nge-iñ
1801;chillkatufe;chillkatu-fe
1802;cuchillo;cuchillo
1803;pelotatufe;pelota-tu-fe
1804;amulael;amu-l-a-el
1805;entukelay;entu-ke-la-y
1806;wechekelu;weche-ke-lu
1807;nütramkaken;nütramka-ke-n
1808;fülfülküley;fül-fül-küle-y
1809;amutuy;amu-tu-y
1810;matetun;mate-tu-n
1811;küpakey;küpa-ke-y
1812;tremkey;trem-ke-y
1813;pewelafiiñ;pe-we-la-fi-iñ
1814;amualu;amu-a-lu
1815;allfüluwün;allfü-lu-w-ün
1816;peniekefiy;pe-nie-ke-fi-y
1817;entendey;entende-y
1818;wentetu;wente-tu
1819;piyawlfingün;pi-yaw-l-fi-ngün
1820;mapudungulkefin;mapudungu-l-ke-fi-n
1821;we;we
1822;ahi;ahi
1823;trafia;trafia
1824;weshakelutulelu;weshakelu-tu-le-lu
1825;opinaymi;opina-ymi
1826;poyekefimün;poye-ke-fi-mün
1827;tukulelngekey;tuku-lel-nge-ke-y
1828;küpalen;küpa-le-n
1829;foina;foina
1830;mülekelay;müle-ke-la-y
1831;felerkey;fele-rke-y
1832;afle;af-l-e
1833;feyngerkechi;fey-nge-rke-chi
1834;nengümkey;nengüm-ke-y
1835;niefuli;nie-fu-l-i
1836;ngillatumekefuyngün;ngillatu-me-ke-fu-y-ngün
1837;ramtufin;ramtu-fi-n
1838;mas;mas
1839;chemchi;chem-chi
1840;datuchefe;datu-che-fe
1841;karukatunieel;karukatu-nie-el
1842;puramafiel;pura-m-a-fi-el
1843;ful;ful
1844;apope;apo-pe
1845;tufin;tu-fi-n
1846;ekota;ekota
1847;imekeiñ;i-meke-iñ
1848;felepelay;fele-pe-la-y
1849;küdawkefun;küdaw-ke-fu-n
1850;ngenngeiñ;ngen-nge-iñ
1851;weñekunuñmangey;weñe-kunu-ñma-nge-y
1852;kachilla;kachilla
1853;kancha;kancha
1854;piy;pi-y
1855;ayiwpulan;ayi-w-pu-la-n
1856;ñayrki;ñayrki
1857;chillkatukey;chillkatu-ke-y
1858;malukañmangeael;malu-ka-ñma-nge-a-el
1859;profe;profe
1860;mongeleiñ;monge-le-iñ
1861;kewaenew;kewa-e-n-ew
1862;antü;antü
1863;amutumun;amu-tu-mun
1864;pekankalu;pekanka-lu
1865;mingako;mingako
1866;feypifeypiyefin;fey-pi-fey-pi-ye-fi-n
1867;amuayngün;amu-a-y-ngün
1868;kolkopiwe;kolkopiwe
1869;feyentufun;feyentu-fu-n
1870;curso;curso
1871;kon;kon
1872;chumley;chum-le-y
1873;rungofalngekey;rungo-fal-nge-ke-y
1874;famngekefuy;fam-nge-ke-fu-y
1875;korko;korko
1876;kimpun;kim-pu-n
1877;feypilaen;fey-pi-la-e-n
1878;ayefimi;aye-fi-mi
1879;wiñotuy;wiño-tu-y
1880;waychuftripakey;waychuf-tripa-ke-y
1881;herramienta;herramienta
1882;yelu;ye-lu
1883;tun;tun
1884;pilaenew;pi-la-e-n-ew
1885;ükülla;ükülla
1886;llitungekey;llitu-nge-ke-y
1887;tripakelan;tripa-ke-la-n
1888;purrukey;purru-ke-y
1889;küpalu;küpa-lu
1890;koniyu;kon-iyu
1891;trapial;trapial
1892;kimkelay;kim-ke-la-y
1893;añil;añil
1894;feyngün;fey-ngün
1895;kuyfi;kuyfi
1896;ayetukelafin;aye-tu-ke-la-fi-n
1897;nengüm;nengüm
1898;puwkefuy;puw-ke-fu-y
1899;inaful;inaful
1900;ülkantumekey;ülkantu-meke-y
1901;chachay;chachay
1902;tren;tren
1903;kimmapudungulu;kim-mapudungu-lu
1904;kimkelafuy;kim-ke-la-fu-y
1905;saco;saco
1906;amuaymi;amu-a-ymi
1907;tukuy;tuku-y
1908;ayiwkületun;ayi-w-küle-tu-n
1909;duamün;duam-ün
1910;akuleyngün;aku-le-y-ngün
1911;interesayael;interesa-ya-el
1912;kimfimi;kim-fi-mi
1913;femkalafuy;fem-ka-la-fu-y
1914;muntukafiy;muntu-ka-fi-y
1915;amunoli;amu-no-l-i
1916;mongey;monge-y
1917;kimniefuy;kim-nie-fu-y
1918;pitrun;pitrun
1919;corazon;corazon
1920;trilltran;trilltran
1921;chemkerkey;chem-ke-rke-y
1922;doctorngey;doctor-nge-y
1923;wiñorakiduamtuay;wiño-rakiduam-tu-a-y
1924;kutrankawiñ;kutrankaw-iñ
1925;küdawalu;küdaw-a-lu
1926;radio;radio
1927;dungulerpuy;dungu-le-rpu-y
1928;planta;planta
1929;weupife;weupi-fe
1930;niealu;nie-a-lu
1931;fem;fem
1932;afke;af-ke
1933;naykümey;nayküme-y
1934;kimfuiñ;kim-fu-i-ñ
1935;yenieaiñ;ye-nie-a-iñ
1936;kimülkantulu;kim-ül-kantu-lu
1937;adlay;ad-la-y
1938;ülcha;ülcha
1939;allküleymi;allkü-le-ymi
1940;nielayay;nie-la-ya-y
1941;kutrankawün;kutrankaw-ün
1942;nielayafuy;nie-la-ya-fu-y
1943;angkünagmekey;angkü-nag-meke-y
1944;wirartukulekeyngün;wirar-tuku-le-ke-y-ngün
1945;kimwingkadungulu;kim-wingkadungu-lu
1946;koylangey;koyla-nge-y
1947;kellukeymün;kellu-ke-ymün
1948;wichulko;wichulko
1949;lifru;lifru
1950;mülekelafuy;müle-ke-la-fu-y
1951;allkülwelay;allkü-l-we-la-y
1952;rol;ro-l
1953;nierkelafuy;nie-rke-la-fu-y
1954;casamiento;casamiento
1955;escritura;escritura
1956;katruntukuñmangey;katru-n-tuku-ñma-nge-y
1957;dewmafuy;dewma-fu-y
1958;ramtungey;ramtu-nge-y
1959;katruy;katru-y
1960;pataka;pataka
1961;ad;ad
1962;ramtun;ramtu-n
1963;aftukuy;af-tuku-y
1964;chaku;chaku
1965;femün;fem-ün
1966;gastay;gasta-y
1967;kutrankawn;kutrankaw-n
1968;pingefun;pi-nge-fu-n
1969;akutufuy;aku-tu-fu-y
1970;ngoymalan;ngoyma-la-n
1971;nota;nota
1972;kümey;küme-y
1973;rulpalaiñ;rulpa-la-iñ
1974;amulele;amu-le-le
1975;nochi;no-chi
1976;kimpapeltulafuy;kim-papel-tu-la-fu-y
1977;allküngey;allkü-nge-y
1978;küpangelu;küpa-nge-lu
1979;femngechiley;femngechi-le-y
1980;kimmanejay;kim-maneja-y
1981;tungeael;tu-nge-a-el
1982;lufküley;luf-küle-y
1983;lider;lider
1984;trongliley;trongli-le-y
1985;kimn;kim-n
1986;mapuchedungukefuy;mapuche-dungu-ke-fu-y
1987;pilkatukeafimün;pilkatu-ke-a-fi-mün
1988;duamküley;duam-küle-y
1989;colocolo;colo-colo
1990;ngülamuiñ;ngülamu-iñ
1991;ayukefin;ayu-ke-fi-n
1992;tralkan;tralka-n
1993;werküniekefuiñ;werkü-nie-ke-fu-iñ
1994;wemuntungey;wemun-tu-nge-y
1995;dewmayengelu;dewma-ye-nge-lu
1996;wechengekakelay;weche-nge-ka-ke-la-y
1997;aliwen;aliwen
1998;penieeyñmew;pe-nie-e-yñ-mew
1999;müleyu;müle-yu
2000;adumkefuy;adum-ke-fu-y
2001;kalul;kalul
2002;kishu;kishu
2003;familia;familia
2004;noe;noe
2005;ngelu;nge-lu
2006;larumey;la-rume-y
2007;kangetuay;ka-nge-tu-a-y
2008;espejo;espejo
2009;femkelafuy;fem-ke-la-fu-y
2010;nentuafuel;nentu-a-fu-el
2011;küpawirin;küpa-wiri-n
2012;uwlu;u-w-lu
2013;nagpaymi;nag-pa-ymi
2014;triray;trir-a-y
2015;felefiiñ;fele-fi-iñ
2016;amatukefuiñ;amatu-ke-fu-iñ
2017;tamün;ta-mün
2018;yewentukutuy;yewen-tuku-tu-y
2019;üytuael;üy-tu-a-el
2020;yepaenew;ye-pa-e-n-ew
2021;amuley;amu-le-y
2022;entumekelafuy;entu-me-ke-la-fu-y
2023;amufule;amu-fu-l-e
2024;konnoam;kon-no-a-m
2025;marcelo;marcelo
2026;chumül;chum-ül
2027;obligado;obligado
2028;pais;pais
2029;mülepuaymi;müle-pu-a-ymi
2030;langümkey;langüm-ke-y
2031;pipiyengekey;pi-pi-ye-nge-ke-y
2032;justicia;justicia
2033;piwelay;pi-we-la-y
2034;r;r
2035;nütramkawingün;nütramka-w-i-ngün
2036;weupifengeaymi;weupi-fe-nge-a-ymi
2037;ketrolongko;ketro-longko
2038;walloñ;walloñ
2039;rupapunam;rupa-pun-a-m
2040;pepiküdawtulayayngün;pepi-küdaw-tu-la-ya-y-ngün
2041;lladküngelu;lladkü-nge-lu
2042;adumkey;adum-ke-y
2043;lolon;lolo-n
2044;amukey;amu-ke-y
2045;chillkatupuiñ;chillkatu-pu-iñ
2046;küpalelu;küpa-le-lu
2047;apopelay;apo-pe-la-y
2048;puwi;puw-i
2049;muntukafi;muntu-ka-fi
2050;papeltuyngün;papel-tu-y-ngün
2051;entufuel;entu-fu-el
2052;feypikeaymi;fey-pi-ke-a-ymi
2053;nütramkayafiel;nütramka-ya-fi-el
2054;eleletew;el-el-e-t-ew
2055;kontuetew;kon-tu-e-t-ew
2056;maetro;maetro
2057;chamall;chamall
2058;piafiiñ;pi-a-fi-iñ
2059;itrofill;itrofill
2060;ñuke;ñuke
2061;ilongeay;ilo-nge-a-y
2062;pilafuyngün;pi-la-fu-y-ngün
2063;elungetulay;elu-nge-tu-la-y
2064;ketrayafiel;ketra-ya-fi-el
2065;witranpuramün;witra-n-pura-m-ün
2066;küdaw;küdaw
2067;konün;kon-ün
2068;tukefiy;tu-ke-fi-y
2069;mapudungunoael;mapudungu-no-a-el
2070;pa;pa-
2071;privado;privado
2072;wuiñ;wu-iñ
2073;niekeel;nie-ke-el
2074;küdawael;küdaw-a-el
2075;feypikefuenew;fey-pi-ke-fu-e-n-ew
2076;felekelafuy;fele-ke-la-fu-y
2077;nada;nada
2078;kellukeiñ;kellu-ke-iñ
2079;ngillaiñ;ngilla-iñ
2080;truol;truo-l
2081;ayekan;ayeka-n
2082;dewmapuy;dewma-pu-y
2083;pipingey;pi-pi-nge-y
2084;yenieafuymi;ye-nie-a-fu-ymi
2085;umawtukeyem;umaw-tu-ke-ye-m
2086;amulayan;amu-la-ya-n
2087;fülkonpay;fül-kon-pa-y
2088;niengekefuiñ;nie-nge-ke-fu-iñ
2089;mapungetuy;mapu-nge-tu-y
2090;kolletualu;kolletu-a-lu
2091;kutrankawkülepaiñ;kutrankaw-küle-pa-iñ
2092;kimche;kim-che
2093;ngütrüngekefuy;ngütrü-nge-ke-fu-y
2094;aerea;aerea
2095;piymi;pi-ymi
2096;yefiel;ye-fi-el
2097;kün;kü-n
2098;küpalkeyngün;küpal-ke-y-ngün
2099;tukulelfi;tuku-lel-fi
2100;feyentukefiy;feyentu-ke-fi-y
2101;ñamkonafuiñ;ñam-kon-a-fu-iñ
2102;hoja;hoja
2103;profesorngen;profesor-nge-n
2104;amuan;amu-a-n
2105;aflay;af-la-y
2106;nütramkalaymi;nütramka-la-ymi
2107;adumuluwi;adumu-lu-w-i
2108;despu;des-pu
2109;lladküdungulu;lladkü-dungu-lu
2110;chumnole;chum-no-l-e
2111;tami;ta-mi
2112;tripapayngün;tripa-pa-y-ngün
2113;linterna;linterna
2114;feypiliiñ;fey-pi-li-iñ
2115;ngewefulay;nge-we-fu-la-y
2116;lladküiñ;lladkü-iñ
2117;koylatumekey;koyla-tu-meke-y
2118;ñampiyawi;ñam-pi-yaw-i
2119;fendemekefuy;fende-meke-fu-y
2120;igual;igual
2121;ngillañmaetew;ngilla-ñma-e-t-ew
2122;rumeñma;rume-ñma
2123;adumlay;adum-la-y
2124;educay;educa-y
2125;trarin;trari-n
2126;ngillatuyngün;ngillatu-y-ngün
2127;foro;foro
2128;miyawün;miyaw-ün
2129;amukalu;amu-ka-lu
2130;ngünelu;ngüne-lu
2131;ese;ese
2132;adumelngekefuiñ;adum-el-nge-ke-fu-iñ
2133;may;may
2134;fenten;fente-n
2135;nentulayafin;nen-tu-la-ya-fi-n
2136;evangeliko;evangeliko
2137;fillantü;fill-antü
2138;kulpaiñ;kulpa-iñ
2139;ella;ella
2140;ruparkey;rupa-rke-y
2141;pilafuy;pi-la-fu-y
2142;amutupelu;amu-tu-pe-lu
2143;yekerkey;ye-ke-rke-y
2144;tripakey;tripa-ke-y
2145;furirkey;furi-rke-y
2146;allkükelafuymi;allkü-ke-la-fu-ymi
2147;anungechi;anungechi
2148;lle;lle
2149;wirawirangen;wira-wira-nge-n
2150;tuwkefuy;tuw-ke-fu-y
2151;akurumey;aku-rume-y
2152;dungungey;dungu-nge-y
2153;küpalngekey;küpal-nge-ke-y
2154;ramtuenew;ramtu-e-n-ew
2155;quintriqueo;quintriqueo
2156;akutuken;aku-tu-ke-n
2157;profesorngekerkeymi;profesor-nge-ke-rke-ymi
2158;amukelan;amu-ke-la-n
2159;niepaymi;nie-pa-ymi
2160;dewmalu;dewma-lu
2161;küdawpukeiñ;küdaw-pu-ke-iñ
2162;ifiy;i-fi-y
2163;karu;ka-ru
2164;üyelkefuy;üy-el-ke-fu-y
2165;küpafkangekelafuy;küpaf-ka-nge-ke-la-fu-y
2166;entuan;entu-a-n
2167;nieay;nie-a-y
2168;wüdkiyawkey;wüd-kiyaw-ke-y
2169;kimeltuafuel;kimel-tu-a-fu-el
2170;kimafuel;kim-a-fu-el
2171;katrukachukelafun;katru-kachu-ke-la-fu-n
2172;chillkatuwe;chillkatu-we
2173;adkintuwe;adkintu-we
2174;mapudunguymün;mapudungu-ymün
2175;llitun;llitu-n
2176;piwke;piwke
2177;lewfü;lewfü
2178;deway;dew-a-y
2179;tiempo;tiempo
2180;konnoael;kon-no-a-el
2181;doy;doy
2182;feypiafuymi;fey-pi-a-fu-ymi
2183;mapuchedunguken;mapuche-dungu-ke-n
2184;ayuwünkechi;ayuwün-kechi
2185;kutranküley;kutran-küle-y
2186;kawitu;kawitu
2187;telefono;telefono
2188;trekan;treka-n
2189;femfule;fem-fu-l-e
2190;elisa;elisa
2191;küdawlayaymün;küdaw-la-ya-ymün
2192;küdaw;küdaw-
2193;entungey;entu-nge-y
2194;tripayael;tripa-ya-el
2195;prueba;prueba
2196;lawentuñmupayaymi;lawen-tu-ñmu-pa-ya-ymi
2197;chewkalen;chewkalen
2198;montuay;montu-a-y
2199;pemeafiñ;pe-me-af-iñ
2200;mapudunguy;mapudungu-y
2201;kimlafin;kim-la-fi-n
2202;tremi;trem-i
2203;relkerkey;rel-ke-rke-y
2204;mapudungulafimi;mapudungu-la-fi-mi
2205;feypingen;fey-pi-nge-n
2206;küpailosanchutufun;küpa-ilo-sanchu-tu-fu-n
2207;ngillafiy;ngilla-fi-y
2208;wüzay;wüza-y
2209;kimniekey;kim-nie-ke-y
2210;allkutuael;allkutu-a-el
2211;melingelmün;meli-nge-l-mün
2212;yewentukuniey;yewen-tuku-nie-y
2213;wilin;wili-n
2214;wedañmaley;weda-ñma-le-y
2215;nieymün;nie-ymün
2216;rangiñ;rangiñ
2217;tukumekeael;tuku-meke-a-el
2218;konnon;kon-no-n
2219;trana;trana
2220;niekeenew;nie-ke-e-n-ew
2221;kuram;kuram
2222;alimentayafueyew;alimenta-ya-fu-e-y-ew
2223;kutrantukunuael;kutran-tu-kunu-a-el
2224;femlayngün;fem-la-y-ngün
2225;karafinero;karafinero
2226;fulküley;ful-küle-y
2227;adkünungey;ad-künu-nge-y
2228;chiwudchiwudngey;chiwud-chiwud-nge-y
2229;de;d-e
2230;rupalu;rupa-lu
2231;pentukumeafilu;pentuku-me-a-fi-lu
2232;pediael;pedi-a-el
2233;colonizao;colonizao
2234;doctorngenon;doctor-nge-no-n
2235;kawel;ka-w-el
2236;toñito;toñito
2237;evangelio;evangelio
2238;weshakelu;weshakelu
2239;ngulalayafun;ngula-la-ya-fu-n
2240;nukülekefun;nu-küle-ke-fu-n
2241;pino;pino
2242;ñamay;ñam-a-y
2243;ayetuke;aye-tu-ke
2244;punetukungey;pune-tuku-nge-y
2245;feypingeken;fey-pi-nge-ke-n
2246;ngen;ngen
2247;koipo;koipo
2248;isabel;isabel
2249;papeltuy;papel-tu-y
2250;lefleftripayu;lef-lef-tripa-yu
2251;pütrüley;pütrü-le-y
2252;wiya;-w-i-ya
2253;purakintuniekefun;pura-kintu-nie-ke-fu-n
2254;choküm;choküm
2255;nieken;nie-ke-n
2256;tremol;tremo-l
2257;kim;kim
2258;ngollikey;ngolli-ke-y
2259;sala;sala
2260;egoista;egoista
2261;kimingün;kim-i-ngün
2262;lawentuchefengelu;lawen-tu-che-fe-nge-lu
2263;kimlu;kim-lu
2264;dungupapen;dungu-pa-pe-n
2265;nütramkafuyngün;nütramka-fu-y-ngün
2266;en;en
2267;neyen;neyen
2268;tukulngetukefuy;tuku-l-nge-tu-ke-fu-y
2269;especialista;especialista
2270;forestales;forestales
2271;sonda;sonda
2272;minuto;minuto
2273;pelontukerkefuy;pelon-tu-ke-rke-fu-y
2274;ayiwken;ayi-w-ke-n
2275;ayiwtuy;ayi-w-tu-y
2276;konpuyu;kon-pu-yu
2277;kimeleyñmew;kimel-e-yñ-mew
2278;llikalkelafuy;llika-l-ke-la-fu-y
2279;ceñir;ceñir
2280;mandangefuiñ;manda-nge-fu-iñ
2281;tukungenofiliñ;tuku-nge-no-fi-l-iñ
2282;püñeñkeetew;püñeñ-ke-e-t-ew
2283;mapudungukakelafuy;mapudungu-ka-ke-la-fu-y
2284;hora;hor-a
2285;chedküywen;chedküy-wen
2286;mallmall;mallmall
2287;fütra;fütra
2288;kellunieeymew;kellu-nie-e-ym-ew
2289;menos;menos
2290;femi;fem-i
2291;weñengeyngün;weñe-nge-y-ngün
2292;ngenngey;ngen-nge-y
2293;recreo;recreo
2294;ngillatuñmalekey;ngillatu-ñma-le-ke-y
2295;trafmepeyu;traf-me-pe-yu
2296;kisuleken;kisu-le-ke-n
2297;wingkul;wingkul
2298;yemetuael;ye-me-tu-a-el
2299;lügkoyan;lügkoyan
2300;alasan;alasan
2301;pefiy;pe-fi-y
2302;a;a
2303;tripantu;tripa-ntu
2304;kurü;kurü
2305;kañ;kañ
2306;wirifengey;wiri-fe-nge-y
2307;foltraleyu;foltra-le-yu
2308;a;a-
2309;namun;namun
2310;pirumeenew;pi-rume-e-n-ew
2311;puwyelu;puw-ye-lu
2312;kümelkalepule;küme-l-ka-le-pu-l-e
2313;adtukukunueymew;ad-tuku-kunu-e-ym-ew
2314;piwkey;pi-w-ke-y
2315;lladkütumekey;lladkü-tu-meke-y
2316;layael;la-ya-el
2317;adumlafin;adum-la-fi-n
2318;werküalmi;werkü-a-l-mi
2319;terremoto;terremoto
2320;nietuy;nie-tu-y
2321;femlayafun;fem-la-ya-fu-n
2322;cerralu;cerra-lu
2323;wingkadungungelele;wingkadungu-nge-le-l-e
2324;mongeleyngün;monge-le-y-ngün
2325;lakutun;laku-tu-n
2326;nagkülepuy;nag-küle-pu-y
2327;kimpalafin;kim-pa-la-fi-n
2328;nacelan;nace-la-n
2329;feychi;fey-chi
2330;kutrankawkülechi;kutrankaw-küle-chi
2331;konümpafilu;konümpa-fi-lu
2332;kullingekelaiñ;kulli-nge-ke-la-iñ
2333;mawüay;mawü-a-y
2334;wiñodungutule;wiño-dungu-tu-l-e
2335;nieafuiñ;nie-a-fu-iñ
2336;yengelay;ye-nge-la-y
2337;adumn;adum-n
2338;ngümangümangey;ngüma-ngüma-nge-y
2339;tuwi;tuw-i
2340;entukefuiñ;entu-ke-fu-iñ
2341;llanquin;llanquin
2342;felen;fele-n
2343;casualidad;casualidad
2344;cosa;cos-a
2345;pikefingün;pi-ke-fi-ngün
2346;iñchiw;iñ-chi-w
2347;kewün;kewün
2348;farakotuy;farako-tu-y
2349;feypingelay;fey-pi-nge-la-y
2350;kallpitungey;kallpitu-nge-y
2351;konpun;kon-pu-n
2352;kuyfike;kuyfi-ke
2353;konam;kon-a-m
2354;mülekerkefuy;müle-ke-rke-fu-y
2355;nageltu;nag-el-tu
2356;trapumael;trapum-a-el
2357;feypingerkey;fey-pi-nge-rke-y
2358;pepientulafin;pepi-e-ntu-la-fi-n
2359;kimli;kim-l-i
2360;kuchatukey;kucha-tu-ke-y
2361;adkintuyawkefuy;adkintu-yaw-ke-fu-y
2362;trurtukunon;trur-tuku-no-n
